source,name_key,normalized_key,count,latin_binomial,original_name_keys,samples,normalized_samples
lnhpd,"cynara scolymus","cynara scolymus",3,true,"cynara scolymus","Cynara scolymus","cynara scolymus"
lnhpd,"actaea racemosa","actaea racemosa",3,true,"actaea racemosa","Actaea racemosa","actaea racemosa"
lnhpd,"piper nigrum","piper nigrum",3,true,"piper nigrum","Piper nigrum","piper nigrum"
lnhpd,"phellodendron chinense","phellodendron chinense",3,true,"phellodendron chinense","Phellodendron chinense","phellodendron chinense"
lnhpd,"juniperus communis","juniperus communis",3,true,"juniperus communis","Juniperus communis","juniperus communis"
lnhpd,"plantago ovata","plantago ovata",3,true,"plantago ovata","Plantago ovata","plantago ovata"
lnhpd,"avena sativa","avena sativa",3,true,"avena sativa","Avena sativa","avena sativa"
lnhpd,"bryonia","bryonia",3,false,"bryonia","Bryonia","bryonia"
lnhpd,"paullinia cupana","paullinia cupana",3,true,"paullinia cupana","Paullinia cupana","paullinia cupana"
lnhpd,"nux vomica","nux vomica",3,true,"nux vomica","Nux vomica","nux vomica"
lnhpd,"ophiopogon japonicus","ophiopogon japonicus",3,true,"ophiopogon japonicus","Ophiopogon japonicus","ophiopogon japonicus"
lnhpd,"triacylglycerol lipase","triacylglycerol lipase",3,true,"triacylglycerol lipase","Triacylglycerol lipase","triacylglycerol lipase"
lnhpd,"solanum lycopersicum","solanum lycopersicum",3,true,"solanum lycopersicum","Solanum lycopersicum","solanum lycopersicum"
lnhpd,"aconitum napellus","aconitum napellus",3,true,"aconitum napellus","Aconitum napellus","aconitum napellus"
lnhpd,"dioscorea villosa","dioscorea villosa",3,true,"dioscorea villosa","Dioscorea villosa","dioscorea villosa"
lnhpd,"citrus aurantium","citrus aurantium",3,true,"citrus aurantium","Citrus aurantium","citrus aurantium"
lnhpd,"sanguinaria canadensis","sanguinaria canadensis",3,true,"sanguinaria canadensis","Sanguinaria canadensis","sanguinaria canadensis"
lnhpd,"2 5 cyclohexadiene 1 4 dione 2 5 6 dimethoxy 3 methyl","2 5 cyclohexadiene 1 4 dione 2 5 6 dimethoxy 3 methyl",3,false,"2 5 cyclohexadiene 1 4 dione 2 2e 6e 10e 14e 18e 22e 26e 30e 34e 3 7 11 15 19 23 27 31 35 39 decamethyl 2 6 10 14 18 22 26 30 34 38 tetracontadecaenyl 5 6 dimethoxy 3 methyl","2,5-Cyclohexadiene-1,4-dione, 2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyl-2,6,10,14,18,22,26,30,34,38-tetracontadecaenyl]-5,6-dimethoxy-3-methyl","2 5 cyclohexadiene 1 4 dione 2 5 6 dimethoxy 3 methyl"
lnhpd,"aloe barbadensis","aloe barbadensis",3,true,"aloe barbadensis","Aloe barbadensis","aloe barbadensis"
lnhpd,"thymus vulgaris","thymus vulgaris",3,true,"thymus vulgaris","Thymus vulgaris","thymus vulgaris"
lnhpd,"berberis vulgaris","berberis vulgaris",3,true,"berberis vulgaris","Berberis vulgaris","berberis vulgaris"
lnhpd,"mercurius corrosivus","mercurius corrosivus",3,true,"mercurius corrosivus","Mercurius corrosivus","mercurius corrosivus"
lnhpd,"carica papaya","carica papaya",3,true,"carica papaya","Carica papaya","carica papaya"
lnhpd,"lycopersicon esculentum","lycopersicon esculentum",3,true,"lycopersicon esculentum","Lycopersicon esculentum","lycopersicon esculentum"
lnhpd,"cimicifuga racemosa","cimicifuga racemosa",3,true,"cimicifuga racemosa","Cimicifuga racemosa","cimicifuga racemosa"
lnhpd,"commiphora myrrha","commiphora myrrha",3,true,"commiphora myrrha","Commiphora myrrha","commiphora myrrha"
lnhpd,"belladonna","belladonna",3,false,"belladonna","Belladonna","belladonna"
lnhpd,"lepidium meyenii","lepidium meyenii",3,true,"lepidium meyenii","Lepidium meyenii","lepidium meyenii"
lnhpd,"terminalia chebula","terminalia chebula",3,true,"terminalia chebula","Terminalia chebula","terminalia chebula"
lnhpd,"zincum metallicum","zincum metallicum",3,true,"zincum metallicum","Zincum metallicum","zincum metallicum"
lnhpd,"coffea cruda","coffea cruda",3,true,"coffea cruda","Coffea cruda","coffea cruda"
lnhpd,"mentha haplocalyx","mentha haplocalyx",3,true,"mentha haplocalyx","Mentha haplocalyx","mentha haplocalyx"
lnhpd,"phosphoricum acidum","phosphoricum acidum",3,true,"phosphoricum acidum","Phosphoricum acidum","phosphoricum acidum"
lnhpd,"seal oil","seal oil",3,true,"seal oil","Seal oil","seal oil"
lnhpd,"capsicum annuum","capsicum annuum",3,true,"capsicum annuum","Capsicum annuum" | "Capsicum Annuum","capsicum annuum"
lnhpd,"oenothera biennis","oenothera biennis",3,true,"oenothera biennis","Oenothera biennis","oenothera biennis"
lnhpd,"l menthol","l menthol",3,false,"l menthol","l-Menthol","l menthol"
lnhpd,"pogostemon cablin","pogostemon cablin",3,true,"pogostemon cablin","Pogostemon cablin","pogostemon cablin"
lnhpd,"bioflavonoids","bioflavonoids",2,false,"bioflavonoids","Bioflavonoids","bioflavonoids"
lnhpd,"argentum metallicum","argentum metallicum",2,true,"argentum metallicum","Argentum metallicum","argentum metallicum"
lnhpd,"caulophyllum thalictroides","caulophyllum thalictroides",2,true,"caulophyllum thalictroides","Caulophyllum thalictroides","caulophyllum thalictroides"
lnhpd,"gentiana lutea","gentiana lutea",2,true,"gentiana lutea","Gentiana lutea","gentiana lutea"
lnhpd,"saposhnikovia divaricata","saposhnikovia divaricata",2,true,"saposhnikovia divaricata","Saposhnikovia divaricata","saposhnikovia divaricata"
lnhpd,"sticta pulmonaria","sticta pulmonaria",2,true,"sticta pulmonaria","Sticta pulmonaria","sticta pulmonaria"
lnhpd,"cucurbita pepo","cucurbita pepo",2,true,"cucurbita pepo","Cucurbita pepo","cucurbita pepo"
lnhpd,"acorus tatarinowii","acorus tatarinowii",2,true,"acorus tatarinowii","Acorus tatarinowii","acorus tatarinowii"
lnhpd,"raphanus sativus","raphanus sativus",2,true,"raphanus sativus","Raphanus sativus","raphanus sativus"
lnhpd,"tanacetum parthenium","tanacetum parthenium",2,true,"tanacetum parthenium","Tanacetum parthenium","tanacetum parthenium"
lnhpd,"tussilago farfara","tussilago farfara",2,true,"tussilago farfara","Tussilago farfara","tussilago farfara"
lnhpd,"carlina acaulis","carlina acaulis",2,true,"carlina acaulis","Carlina acaulis","carlina acaulis"
lnhpd,"grindelia camporum","grindelia camporum",2,true,"grindelia camporum","Grindelia camporum","grindelia camporum"
lnhpd,"aucklandia lappa","aucklandia lappa",2,true,"aucklandia lappa","Aucklandia lappa","aucklandia lappa"
lnhpd,"fragaria x ananassa","fragaria x ananassa",2,false,"fragaria x ananassa","Fragaria x ananassa","fragaria x ananassa"
lnhpd,"arsenicum album","arsenicum album",2,true,"arsenicum album","Arsenicum album","arsenicum album"
lnhpd,"conium maculatum","conium maculatum",2,true,"conium maculatum","Conium maculatum","conium maculatum"
lnhpd,"modified citrus pectin","modified citrus pectin",2,true,"modified citrus pectin","Modified citrus pectin","modified citrus pectin"
lnhpd,"rhododendron chrysanthum","rhododendron chrysanthum",2,true,"rhododendron chrysanthum","Rhododendron chrysanthum","rhododendron chrysanthum"
lnhpd,"salvia miltiorrhiza","salvia miltiorrhiza",2,true,"salvia miltiorrhiza","Salvia miltiorrhiza","salvia miltiorrhiza"
lnhpd,"drosera","drosera",2,false,"drosera","Drosera","drosera"
lnhpd,"platycodon grandiflorum","platycodon grandiflorum",2,true,"platycodon grandiflorum","Platycodon grandiflorum","platycodon grandiflorum"
lnhpd,"apium graveolens var dulce","apium graveolens var dulce",2,true,"apium graveolens var dulce","Apium graveolens var. dulce","apium graveolens var dulce"
lnhpd,"ethanol","ethanol",2,false,"ethanol","Ethanol","ethanol"
lnhpd,"alisma plantago aquatica","alisma plantago aquatica",2,true,"alisma plantago aquatica","Alisma plantago-aquatica","alisma plantago aquatica"
lnhpd,"bryonia alba","bryonia alba",2,true,"bryonia alba","Bryonia alba","bryonia alba"
lnhpd,"cantharis","cantharis",2,false,"cantharis","Cantharis","cantharis"
lnhpd,"citrus reticulata","citrus reticulata",2,true,"citrus reticulata","Citrus reticulata","citrus reticulata"
lnhpd,"chrysanthemum morifolium","chrysanthemum morifolium",2,true,"chrysanthemum morifolium","Chrysanthemum morifolium","chrysanthemum morifolium"
lnhpd,"methyl salicylate","methyl salicylate",2,false,"methyl salicylate","Methyl Salicylate","methyl salicylate"
lnhpd,"scutellaria baicalensis","scutellaria baicalensis",2,true,"scutellaria baicalensis","Scutellaria Baicalensis" | "Scutellaria baicalensis","scutellaria baicalensis"
lnhpd,"mangifera indica","mangifera indica",2,true,"mangifera indica","Mangifera indica","mangifera indica"
lnhpd,"galium aparine","galium aparine",2,true,"galium aparine","Galium aparine","galium aparine"
lnhpd,"origanum vulgare","origanum vulgare",2,true,"origanum vulgare","Origanum vulgare","origanum vulgare"
lnhpd,"2 amino 3 methylbutanoic acid","2 amino 3 methylbutanoic acid",2,false,"s 2 amino 3 methylbutanoic acid","(S)-2-amino-3-methylbutanoic acid","2 amino 3 methylbutanoic acid"
lnhpd,"foeniculum vulgare","foeniculum vulgare",2,true,"foeniculum vulgare","Foeniculum vulgare","foeniculum vulgare"
lnhpd,"spongia tosta","spongia tosta",2,true,"spongia tosta","Spongia tosta","spongia tosta"
lnhpd,"asclepias tuberosa","asclepias tuberosa",2,true,"asclepias tuberosa","Asclepias tuberosa","asclepias tuberosa"
lnhpd,"spinacia oleracea","spinacia oleracea",2,true,"spinacia oleracea","Spinacia oleracea","spinacia oleracea"
lnhpd,"ligustrum lucidum","ligustrum lucidum",2,true,"ligustrum lucidum","Ligustrum lucidum","ligustrum lucidum"
lnhpd,"rumex crispus","rumex crispus",2,true,"rumex crispus","Rumex crispus","rumex crispus"
lnhpd,"orchitinum","orchitinum",2,false,"orchitinum","Orchitinum","orchitinum"
lnhpd,"polygonum multiflorum","polygonum multiflorum",2,true,"polygonum multiflorum","Polygonum multiflorum","polygonum multiflorum"
lnhpd,"paeonia veitchii","paeonia veitchii",2,true,"paeonia veitchii","Paeonia veitchii","paeonia veitchii"
lnhpd,"cnicus benedictus","cnicus benedictus",2,true,"cnicus benedictus","Cnicus benedictus","cnicus benedictus"
lnhpd,"n acetamide","n acetamide",2,false,"n 2 5 methoxyindol 3 yl ethyl acetamide","N-[2-(5-Methoxyindol-3-yl) ethyl] acetamide","n acetamide"
lnhpd,"beta galactosidase","beta galactosidase",2,false,"beta galactosidase","beta-galactosidase","beta galactosidase"
lnhpd,"cassia acutifolia","cassia acutifolia",2,true,"cassia acutifolia","Cassia acutifolia","cassia acutifolia"
lnhpd,"zea mays","zea mays",2,true,"zea mays","Zea mays","zea mays"
lnhpd,"nepeta cataria","nepeta cataria",2,true,"nepeta cataria","Nepeta cataria","nepeta cataria"
lnhpd,"piperine","piperine",2,false,"piperine","Piperine","piperine"
lnhpd,"ligusticum sinense cv chuanxiong","ligusticum sinense cv chuanxiong",2,true,"ligusticum sinense cv chuanxiong","Ligusticum sinense cv. chuanxiong","ligusticum sinense cv chuanxiong"
lnhpd,"sarsaparilla","sarsaparilla",2,false,"sarsaparilla","Sarsaparilla","sarsaparilla"
lnhpd,"lappa major","lappa major",2,true,"lappa major","Lappa major","lappa major"
lnhpd,"cinnamomum aromaticum","cinnamomum aromaticum",2,true,"cinnamomum aromaticum","Cinnamomum aromaticum","cinnamomum aromaticum"
lnhpd,"ananas comosus var comosus","ananas comosus var comosus",2,true,"ananas comosus var comosus","Ananas comosus var. comosus","ananas comosus var comosus"
lnhpd,"rhamnus purshianus","rhamnus purshianus",2,true,"rhamnus purshianus","Rhamnus Purshianus","rhamnus purshianus"
lnhpd,"saussurea costus","saussurea costus",2,true,"saussurea costus","Saussurea costus","saussurea costus"
lnhpd,"lycopodium clavatum","lycopodium clavatum",2,true,"lycopodium clavatum","Lycopodium clavatum","lycopodium clavatum"
lnhpd,"atropa belladonna","atropa belladonna",2,true,"atropa belladonna","Atropa belladonna","atropa belladonna"
lnhpd,"calcarea fluorica","calcarea fluorica",2,true,"calcarea fluorica","Calcarea fluorica","calcarea fluorica"
lnhpd,"urtica dioica","urtica dioica",2,true,"urtica dioica","Urtica dioica","urtica dioica"
lnhpd,"1 2 dithiolane 3 pentanoic acid","1 2 dithiolane 3 pentanoic acid",2,false,"1 2 dithiolane 3 pentanoic acid","(+-)-1,2-Dithiolane-3-pentanoic acid","1 2 dithiolane 3 pentanoic acid"
lnhpd,"ilex aquifolium","ilex aquifolium",2,true,"ilex aquifolium","Ilex aquifolium","ilex aquifolium"
lnhpd,"mercurius solubilis hahnemanni","mercurius solubilis hahnemanni",2,true,"mercurius solubilis hahnemanni","Mercurius solubilis Hahnemanni","mercurius solubilis hahnemanni"
lnhpd,"senna alexandrina","senna alexandrina",2,true,"senna alexandrina","Senna alexandrina","senna alexandrina"
lnhpd,"verbascum thapsus","verbascum thapsus",2,true,"verbascum thapsus","Verbascum thapsus","verbascum thapsus"
lnhpd,"3 3 4 5 7 pentahydroxyflavone 3 rutinoside","3 3 4 5 7 pentahydroxyflavone 3 rutinoside",2,false,"3 3 4 5 7 pentahydroxyflavone 3 rutinoside","3,3',4',5,7-Pentahydroxyflavone-3-rutinoside","3 3 4 5 7 pentahydroxyflavone 3 rutinoside"
lnhpd,"ligusticum chuanxiong","ligusticum chuanxiong",2,true,"ligusticum chuanxiong","Ligusticum chuanxiong","ligusticum chuanxiong"
lnhpd,"petroselinum crispum","petroselinum crispum",2,true,"petroselinum crispum","Petroselinum crispum","petroselinum crispum"
lnhpd,"cod liver oil","cod liver oil",2,true,"cod liver oil","Cod liver oil","cod liver oil"
lnhpd,"cassia angustifolia","cassia angustifolia",2,true,"cassia angustifolia","Cassia angustifolia","cassia angustifolia"
lnhpd,"mentha piperita","mentha piperita",2,true,"mentha piperita","Mentha piperita","mentha piperita"
lnhpd,"para aminobenzoic acid","para aminobenzoic acid",2,true,"para aminobenzoic acid","para-Aminobenzoic acid","para aminobenzoic acid"
lnhpd,"pulsatilla","pulsatilla",2,false,"pulsatilla","Pulsatilla","pulsatilla"
lnhpd,"aurum metallicum","aurum metallicum",2,true,"aurum metallicum","Aurum metallicum","aurum metallicum"
lnhpd,"marrubium vulgare","marrubium vulgare",2,true,"marrubium vulgare","Marrubium vulgare","marrubium vulgare"
lnhpd,"ganoderma lucidum","ganoderma lucidum",2,true,"ganoderma lucidum","Ganoderma lucidum","ganoderma lucidum"
lnhpd,"eleutherococcus senticosus","eleutherococcus senticosus",2,true,"eleutherococcus senticosus","Eleutherococcus senticosus","eleutherococcus senticosus"
lnhpd,"panax quinquefolius","panax quinquefolius",2,true,"panax quinquefolius","Panax quinquefolius","panax quinquefolius"
lnhpd,"andrographis paniculata","andrographis paniculata",2,true,"andrographis paniculata","Andrographis paniculata","andrographis paniculata"
lnhpd,"calcarea sulphurica","calcarea sulphurica",1,true,"calcarea sulphurica","Calcarea sulphurica","calcarea sulphurica"
lnhpd,"glandula suprarenalis suis","glandula suprarenalis suis",1,true,"glandula suprarenalis suis","Glandula suprarenalis suis","glandula suprarenalis suis"
lnhpd,"baptisia tinctoria","baptisia tinctoria",1,true,"baptisia tinctoria","Baptisia tinctoria","baptisia tinctoria"
lnhpd,"9 10 secocholesta 5 7 10 trien 3 ol","9 10 secocholesta 5 7 10 trien 3 ol",1,false,"3beta 5z 7e 9 10 secocholesta 5 7 10 19 trien 3 ol","(3beta,5Z,7E)-9,10-Secocholesta-5,7,10(19)-trien-3-ol","9 10 secocholesta 5 7 10 trien 3 ol"
lnhpd,"lactobacillus delbrueckii subsp bulgaricus","lactobacillus delbrueckii subsp bulgaricus",1,true,"lactobacillus delbrueckii subsp bulgaricus","Lactobacillus delbrueckii subsp. bulgaricus","lactobacillus delbrueckii subsp bulgaricus"
lnhpd,"coriolus versicolor","coriolus versicolor",1,false,"coriolus versicolor","Coriolus Versicolor","coriolus versicolor"
lnhpd,"sulfur","sulfur",1,false,"sulfur","Sulfur","sulfur"
lnhpd,"trimethylethanolamine","trimethylethanolamine",1,false,"trimethylethanolamine","Trimethylethanolamine","trimethylethanolamine"
lnhpd,"tree hydrangea","tree hydrangea",1,true,"tree hydrangea","Tree hydrangea","tree hydrangea"
lnhpd,"nicotinic acid","nicotinic acid",1,true,"nicotinic acid","Nicotinic acid","nicotinic acid"
lnhpd,"malpighia punicifolia linne","malpighia punicifolia linne",1,true,"malpighia punicifolia linne","Malpighia punicifolia linne","malpighia punicifolia linne"
lnhpd,"stibium metallicum","stibium metallicum",1,true,"stibium metallicum","Stibium metallicum","stibium metallicum"
lnhpd,"strychnos nux vomica","strychnos nux vomica",1,true,"strychnos nux vomica","Strychnos nux-vomica","strychnos nux vomica"
lnhpd,"lilium tigrinum","lilium tigrinum",1,true,"lilium tigrinum","Lilium tigrinum","lilium tigrinum"
lnhpd,"pinus silvestris","pinus silvestris",1,true,"pinus silvestris","Pinus silvestris","pinus silvestris"
lnhpd,"absinthium","absinthium",1,false,"absinthium","Absinthium","absinthium"
lnhpd,"eriobotrya japonica","eriobotrya japonica",1,true,"eriobotrya japonica","Eriobotrya japonica","eriobotrya japonica"
lnhpd,"abies alba","abies alba",1,true,"abies alba","Abies alba","abies alba"
lnhpd,"sulphur","sulphur",1,false,"sulphur","Sulphur","sulphur"
lnhpd,"thuja occidentalis","thuja occidentalis",1,true,"thuja occidentalis","Thuja occidentalis","thuja occidentalis"
lnhpd,"lamium album","lamium album",1,true,"lamium album","Lamium album","lamium album"
lnhpd,"magnesia phosphorica","magnesia phosphorica",1,true,"magnesia phosphorica","Magnesia phosphorica","magnesia phosphorica"
lnhpd,"arisaema erubescens","arisaema erubescens",1,true,"arisaema erubescens","Arisaema erubescens","arisaema erubescens"
lnhpd,"bromus ramosus flos","bromus ramosus flos",1,true,"bromus ramosus flos","Bromus ramosus-flos","bromus ramosus flos"
lnhpd,"cervus elaphus canadensis","cervus elaphus canadensis",1,true,"cervus elaphus canadensis","Cervus elaphus canadensis","cervus elaphus canadensis"
lnhpd,"fumaricum acidum","fumaricum acidum",1,true,"fumaricum acidum","Fumaricum acidum","fumaricum acidum"
lnhpd,"benzoicum acidum","benzoicum acidum",1,true,"benzoicum acidum","Benzoicum Acidum","benzoicum acidum"
lnhpd,"ascophyllum nodosum","ascophyllum nodosum",1,true,"ascophyllum nodosum","Ascophyllum nodosum","ascophyllum nodosum"
lnhpd,"euphorbia lathyris","euphorbia lathyris",1,true,"euphorbia lathyris","Euphorbia lathyris","euphorbia lathyris"
lnhpd,"cinnamomum zeylanicum","cinnamomum zeylanicum",1,true,"cinnamomum zeylanicum","Cinnamomum zeylanicum","cinnamomum zeylanicum"
lnhpd,"aethusa","aethusa",1,false,"aethusa","Aethusa","aethusa"
lnhpd,"viola tricolor","viola tricolor",1,false,"viola tricolor","Viola Tricolor","viola tricolor"
lnhpd,"malpighia glabra","malpighia glabra",1,true,"malpighia glabra","Malpighia glabra","malpighia glabra"
lnhpd,"mercurius sulphuricus","mercurius sulphuricus",1,true,"mercurius sulphuricus","Mercurius sulphuricus","mercurius sulphuricus"
lnhpd,"juglans regia","juglans regia",1,true,"juglans regia","Juglans regia","juglans regia"
lnhpd,"zanthoxylum americanum","zanthoxylum americanum",1,true,"zanthoxylum americanum","Zanthoxylum americanum","zanthoxylum americanum"
lnhpd,"cynara cardunculus","cynara cardunculus",1,true,"cynara cardunculus","Cynara cardunculus","cynara cardunculus"
